CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Longitude,Latitude
11/16/2019,3:50:00,5D,4100 W NORTHERN PKWY,BURGLARY,I,NA,NORTHWEST,-76.69185783,39.34851098
11/16/2019,5:20:00,3AF,100 E NORTH AVE,ROBBERY - STREET,O,FIREARM,CENTRAL,-76.61488134,39.31130243
11/16/2019,6:53:00,5D,2300 GARRISON BLVD,BURGLARY,I,NA,NORTHWEST,-76.67666961,39.31426704
11/16/2019,11:45:00,4E,2300 MADISON AVE,COMMON ASSAULT,O,NA,CENTRAL,-76.63695516,39.31163571
11/16/2019,11:38:00,6G,4600 W NORTHERN PKWY,LARCENY,I,NA,NORTHWEST,-76.70140833,39.34478318
11/16/2019,11:50:00,4E,300 SAINT PAUL PL,COMMON ASSAULT,I,NA,CENTRAL,-76.61398731,39.29382403
11/16/2019,1:00:00,7A,1500 N FULTON AVE,AUTO THEFT,O,NA,WESTERN,-76.64606591,39.30583632
11/16/2019,8:30:00,6J,2400 FREDERICK AVE,LARCENY,I,NA,SOUTHWEST,-76.65580529,39.28338853
11/16/2019,9:22:00,4E,4800 CARMINE AVE,COMMON ASSAULT,I,NA,SOUTHWEST,-76.70661048,39.30555363
11/16/2019,10:00:00,5D,3200 CLARENCE AVE,BURGLARY,I,NA,NORTHEAST,-76.57620537,39.32209091
11/16/2019,10:28:00,4B,100 ALLENDALE ST,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.67823741,39.29029562
11/16/2019,3:20:00,5D,400 FONTHILL AVE,BURGLARY,I,NA,SOUTHWEST,-76.66349578,39.27878802
11/16/2019,1:30:00,3AF,0 E 26TH ST,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.61566,39.321978
11/16/2019,15:00:00,6D,1300 MORLING AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.63808626,39.33401263
11/16/2019,22:00:00,5F,5400 SPRINGLAKE WAY,BURGLARY,I,NA,NORTHERN,-76.61664841,39.36066179
11/16/2019,0:00:00,5A,1100 W NORTHERN PKWY,BURGLARY,I,NA,NORTHERN,-76.64613858,39.3615155
11/16/2019,19:30:00,5A,1500 N CAREY ST,BURGLARY,I,NA,WESTERN,-76.64089511,39.30721949
11/16/2019,6:00:00,5D,2300 W NORTH AVE,BURGLARY,I,NA,WESTERN,-76.65417855,39.30966858
11/16/2019,12:50:00,6C,5400 REISTERSTOWN RD,LARCENY,I,NA,NORTHWEST,-76.68824846,39.34637442
11/16/2019,1:06:00,3AF,100 E CROSS ST,ROBBERY - STREET,O,FIREARM,SOUTHERN,-76.61227784,39.27711923
11/16/2019,5:20:00,5D,1000 S CHARLES ST,BURGLARY,I,NA,SOUTHERN,-76.61446542,39.27746512
11/16/2019,20:15:00,7A,700 S WOODINGTON RD,AUTO THEFT,O,NA,SOUTHWEST,-76.6902947,39.27461466
11/16/2019,20:15:00,3AF,3600 W CATON AVE,ROBBERY - STREET,O,FIREARM,SOUTHWEST,-76.67671397,39.28830103
11/16/2019,20:46:00,4E,2600 LOVEGROVE ST,COMMON ASSAULT,I,NA,NORTHERN,-76.61623913,39.31951182
11/16/2019,7:35:00,4A,300 S CALHOUN ST,AGG. ASSAULT,I,FIREARM,SOUTHERN,-76.63982691,39.29247238
11/16/2019,8:30:00,4E,3700 FAIRHAVEN AVE,COMMON ASSAULT,I,NA,SOUTHERN,-76.59061564,39.2312344
11/16/2019,11:26:00,4E,900 STOLL ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.59889647,39.23044523
11/16/2019,14:30:00,6G,1100 E Cold Spring Ln,LARCENY,I,NA,NORTHEAST,-76.5985239,39.34509668
11/16/2019,17:04:00,4E,6600 KNOTTWOOD CT,COMMON ASSAULT,I,NA,NORTHEAST,-76.56838986,39.36810783
11/16/2019,9:00:00,4C,400 CUMMINGS CT,AGG. ASSAULT,I,OTHER,CENTRAL,-76.62530596,39.30104615
11/16/2019,13:45:00,4E,900 PENNSYLVANIA AVE,COMMON ASSAULT,I,NA,CENTRAL,-76.62644257,39.29680407
11/16/2019,13:45:00,4B,2700 UHLER AVE,AGG. ASSAULT,I,KNIFE,NORTHERN,-76.66858379,39.35194025
11/16/2019,17:30:00,6C,600 E 33RD ST,LARCENY,I,NA,NORTHERN,-76.60837611,39.32824311
11/16/2019,8:07:00,4E,BALTIMORE ST & N HANOVER ST,COMMON ASSAULT,O,NA,CENTRAL,-76.6163925,39.289473
11/16/2019,1:30:00,3AF,2600 LOVEGROVE ST,ROBBERY - STREET,O,FIREARM,NORTHERN,-76.6163499,39.31944274
