CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Longitude,Latitude
11/11/2019,3:30:00,4C,2300 MARYLAND AVE,AGG. ASSAULT,I,OTHER,NORTHERN,-76.61812426,39.31528196
11/11/2019,17:20:00,4A,3400 BELAIR RD,AGG. ASSAULT,O,FIREARM,NORTHEAST,-76.57185971,39.32302959
11/11/2019,7:00:00,5A,3300 EDMONDSON AVE,BURGLARY,I,NA,SOUTHWEST,-76.67326718,39.29396515
11/11/2019,17:20:00,4A,3400 BELAIR RD,AGG. ASSAULT,O,FIREARM,NORTHEAST,-76.57185971,39.32302959
11/11/2019,8:00:00,7A,3800 GOUGH ST,AUTO THEFT,O,NA,SOUTHEAST,-76.5653515,39.2887768
11/11/2019,10:08:00,6G,1600 BANK ST,LARCENY,I,NA,SOUTHEAST,-76.59447221,39.2864959
11/11/2019,17:20:00,9S,3400 BELAIR RD,SHOOTING,Outside,FIREARM,NORTHEAST,-76.5726273,39.32246592
11/11/2019,22:00:00,4E,700 N BROADWAY,COMMON ASSAULT,I,NA,EASTERN,-76.59409888,39.29875306
11/11/2019,6:30:00,7A,3500 E FAYETTE ST,AUTO THEFT,O,NA,SOUTHEAST,-76.56832314,39.29485642
11/11/2019,17:22:00,5D,2500 E NORTHERN PKWY,BURGLARY,I,NA,NORTHEAST,-76.56245407,39.36687001
11/11/2019,15:00:00,4B,600 DRYDEN DR,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.69920789,39.29499478
11/11/2019,7:00:00,6G,1700 WILKENS AVE,LARCENY,I,NA,SOUTHERN,-76.64390578,39.2828425
11/11/2019,12:38:00,3D,700 E 25TH ST,ROBBERY - COMMERCIAL,I,NA,NORTHEAST,-76.6038573,39.31824879
11/11/2019,10:25:00,4C,300 E MADISON ST,AGG. ASSAULT,O,OTHER,EASTERN,-76.61150505,39.29883154
11/11/2019,5:25:00,6D,MONUMENT ST & PARK AV,LARCENY FROM AUTO,O,NA,CENTRAL,-76.618386,39.297429
11/11/2019,15:28:00,4E,0 W TALBOTT ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.613258,39.23687158
11/11/2019,21:17:00,9S,6800 REISTERSTOWN RD,SHOOTING,Outside,FIREARM,NORTHWEST,-76.70685892,39.35943568
11/11/2019,13:20:00,9S,1300 ASHLAND AV,SHOOTING,Outside,FIREARM,EASTERN,-76.60015398,39.30035039
11/11/2019,13:53:00,9S,2200 PINEWOOD AV,SHOOTING,Outside,FIREARM,NORTHEAST,-76.57104618,39.36644904
11/11/2019,17:20:00,9S,3400 BELAIR RD,SHOOTING,Outside,FIREARM,NORTHEAST,-76.5726273,39.32246592
11/11/2019,18:28:00,3K,2200 PENROSE AVE,ROBBERY - RESIDENCE,I,NA,WESTERN,-76.65186146,39.29119539
11/11/2019,14:01:00,5A,4300 ANNTANA AVE,BURGLARY,I,NA,NORTHEAST,-76.54710038,39.33867331
11/11/2019,16:30:00,6D,3400 BELAIR RD,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.57201154,39.32276288
11/11/2019,16:30:00,6J,3200 THE ALAMEDA,LARCENY,I,NA,NORTHEAST,-76.59491817,39.3273343
11/11/2019,16:00:00,6D,6800 EASTERN AVE,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.53030474,39.2879084
11/11/2019,19:03:00,6C,3500 BOSTON ST,LARCENY,I,NA,SOUTHEAST,-76.5674029,39.27723828
11/11/2019,14:00:00,4C,1700 W BALTIMORE ST,AGG. ASSAULT,I,OTHER,WESTERN,-76.6444172,39.2881975
11/11/2019,22:55:00,4E,1600 BAKBURY CT,COMMON ASSAULT,I,NA,WESTERN,-76.645079,39.30703727
11/11/2019,2:48:00,6D,3300 AUCHENTOROLY TER,LARCENY FROM AUTO,I,NA,WESTERN,-76.64769993,39.31819745
11/11/2019,15:30:00,5A,2600 LAURETTA AVE,BURGLARY,I,NA,WESTERN,-76.65966895,39.29398449
11/11/2019,15:21:00,6D,500 N GILMOR ST,LARCENY FROM AUTO,O,NA,WESTERN,-76.64276465,39.29445391
11/11/2019,18:28:00,3K,2200 PENROSE AVE,ROBBERY - RESIDENCE,I,NA,WESTERN,-76.65186146,39.29119539
11/11/2019,12:45:00,6E,1200 N SPRING ST,LARCENY,O,NA,EASTERN,-76.59883947,39.30457979
11/11/2019,17:00:00,7A,0 W 23RD ST,AUTO THEFT,O,NA,NORTHERN,-76.61706669,39.31518159
11/11/2019,17:00:00,5B,0 N CURLEY ST,BURGLARY,I,NA,SOUTHEAST,-76.57556742,39.29273433
11/11/2019,19:35:00,7A,AV & W LAFAYETTE AV,AUTO THEFT,O,NA,CENTRAL,-76.627998,39.303918
11/11/2019,16:00:00,7A,4600 BELAIR RD,AUTO THEFT,I,NA,NORTHEAST,-76.56010939,39.33228826
11/11/2019,16:00:00,6F,W LEXINGTON ST,LARCENY,O,NA,CENTRAL,-76.62250001,39.29151386
11/11/2019,9:01:00,3K,1100 MONETA CT,ROBBERY - RESIDENCE,I,NA,SOUTHERN,-76.59710096,39.22791354
11/11/2019,17:00:00,5D,1000 LIGHT ST,BURGLARY,I,NA,SOUTHERN,-76.61239179,39.27762821
11/11/2019,22:20:00,5A,1200 N PATTERSON PARK AVE,BURGLARY,I,NA,EASTERN,-76.58543605,39.3047168
11/11/2019,9:00:00,5A,4500 SHAMROCK AVE,BURGLARY,I,NA,NORTHEAST,-76.5600713,39.32434948
11/11/2019,12:23:00,4E,ST & MCHENRY ST,COMMON ASSAULT,O,NA,SOUTHERN,-76.628934,39.284865
11/11/2019,20:00:00,7A,1400 WHITELOCK ST,AUTO THEFT,O,NA,WESTERN,-76.63945446,39.31148347
11/11/2019,17:00:00,6D,HIGHLAND AV & BANK ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.569084,39.287556
11/11/2019,14:57:00,4E,500 SAVAGE ST,COMMON ASSAULT,O,NA,SOUTHEAST,-76.55217459,39.2866798
11/11/2019,4:40:00,4E,3100 BLK MCELDERRY ST,COMMON ASSAULT,O,NA,SOUTHEAST,-76.57367178,39.29814252
11/11/2019,15:40:00,4E,0 W NORTH AVE,COMMON ASSAULT,I,NA,CENTRAL,-76.61679378,39.31095398
11/11/2019,22:45:00,7A,2100 E BALTIMORE ST,AUTO THEFT,O,NA,SOUTHEAST,-76.58614629,39.29190884
11/11/2019,13:43:00,6G,6200 EASTERN AVE,LARCENY,I,NA,SOUTHEAST,-76.54224675,39.28770678
11/11/2019,9:00:00,4E,6400 PIONEER DR,COMMON ASSAULT,I,NA,NORTHEAST,-76.57219137,39.36474002
11/11/2019,16:30:00,6E,3200 SPAULDING AVE,LARCENY,O,NA,NORTHWEST,-76.67481051,39.34838001
11/11/2019,17:30:00,7A,2800 HARLEM AVE,AUTO THEFT,O,NA,WESTERN,-76.66404455,39.29556538
11/11/2019,9:30:00,7A,5500 GWYNN OAK AVE,AUTO THEFT,O,NA,NORTHWEST,-76.70771643,39.3286071
11/11/2019,8:43:00,4C,1800 EUTAW ST,AGG. ASSAULT,I,OTHER,CENTRAL,-76.63109162,39.30772944
11/11/2019,15:00:00,6J,600 QUEENSGATE RD,LARCENY,I,NA,SOUTHWEST,-76.69900771,39.27410424
11/11/2019,10:20:00,4E,FEDERAL ST & N GAY ST,COMMON ASSAULT,O,NA,EASTERN,-76.5884655,39.308796
11/11/2019,8:45:00,5E,5200 FAIRLAWN AVE,BURGLARY,I,NA,NORTHWEST,-76.68512081,39.34246741
11/11/2019,15:49:00,4E,BALTIMORE ST & N HILTON ST,COMMON ASSAULT,O,NA,SOUTHWEST,-76.672314,39.28581
11/11/2019,17:00:00,5G,100 REEDBIRD AVE,BURGLARY,I,NA,SOUTHERN,-76.61519377,39.24944029
11/11/2019,19:24:00,6B,700 E BALTIMORE ST,LARCENY,O,NA,CENTRAL,-76.6057218,39.28989459
11/11/2019,19:24:00,4E,700 E BALTIMORE ST,COMMON ASSAULT,O,NA,CENTRAL,-76.6057218,39.28989459
11/11/2019,13:30:00,4A,3000 SHANNON DR,AGG. ASSAULT,O,FIREARM,NORTHEAST,-76.56799971,39.32538899
11/11/2019,11:30:00,5A,300 CLUB RD,BURGLARY,I,NA,NORTHERN,-76.63785788,39.34926186
11/11/2019,17:00:00,7A,1000 FAWN ST,AUTO THEFT,O,NA,SOUTHEAST,-76.60071831,39.28678353
11/11/2019,11:00:00,6D,300 E LAFAYETTE AVE,LARCENY FROM AUTO,O,NA,EASTERN,-76.61140598,39.31007631
11/11/2019,15:54:00,4B,500 ROBERT ST,AGG. ASSAULT,I,KNIFE,CENTRAL,-76.63528022,39.30612544
11/11/2019,20:00:00,6D,4400 MORAVIA RD,LARCENY FROM AUTO,O,NA,NORTHEAST,-76.55652655,39.32796671
11/11/2019,18:00:00,5A,1100 WHITMORE AVE,BURGLARY,I,NA,WESTERN,-76.65823628,39.30057832
11/11/2019,22:00:00,7A,700 E 37TH ST,AUTO THEFT,O,NA,NORTHERN,-76.60556695,39.33340609
11/11/2019,9:32:00,6G,0 SOUTH ST,LARCENY,I,NA,CENTRAL,-76.61092641,39.28965021
11/11/2019,12:30:00,6J,2400 PICKERING DR,LARCENY,I,NA,NORTHEAST,-76.56399552,39.36955249
11/10/2019,11:15:00,6C,3800 E LOMBARD ST,LARCENY,I,NA,SOUTHEAST,-76.56490849,39.29156507
11/10/2019,16:30:00,4E,400 GUSRYAN ST,COMMON ASSAULT,I,NA,SOUTHEAST,-76.54092911,39.2890778
11/10/2019,5:35:00,5B,400 WINSTON AVE,BURGLARY,I,NA,NORTHERN,-76.61361603,39.34988853
11/10/2019,4:45:00,6D,300 ROSSITER AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.61306491,39.34885309
11/10/2019,0:00:00,3B,500 N HIGHLAND AVE,ROBBERY - STREET,O,NA,SOUTHEAST,-76.5697898,39.2972652
11/10/2019,8:00:00,6J,3700 PARKSIDE DR,LARCENY,O,NA,NORTHEAST,-76.56879823,39.33124343
11/10/2019,20:55:00,6C,3300 BELAIR RD,LARCENY,I,NA,NORTHEAST,-76.57361105,39.32173144
11/10/2019,15:44:00,6C,6600 BELAIR RD,LARCENY,I,NA,NORTHEAST,-76.53099239,39.3544076
11/10/2019,20:44:00,3B,300 W CENTRE ST,ROBBERY - STREET,O,NA,CENTRAL,-76.61992889,39.29633934
11/10/2019,14:00:00,4B,3100 PULASKI HWY,AGG. ASSAULT,I,KNIFE,SOUTHEAST,-76.5734693,39.29540504
11/10/2019,12:10:00,3GK,3700 FLEET ST,ROBBERY - COMMERCIAL,I,KNIFE,SOUTHEAST,-76.56625736,39.28555972
11/10/2019,5:00:00,5A,2300 ESSEX ST,BURGLARY,I,NA,SOUTHEAST,-76.58390677,39.28392351
11/10/2019,22:25:00,3AJF,300 CLUB RD,ROBBERY - CARJACKING,O,FIREARM,NORTHERN,-76.63785788,39.34926186
11/10/2019,0:00:00,3B,600 E 27TH ST,ROBBERY - STREET,O,NA,NORTHERN,-76.60706416,39.32092332
11/10/2019,0:00:00,7A,600 E 27TH ST,AUTO THEFT,O,NA,NORTHERN,-76.60706416,39.32092332
11/10/2019,19:15:00,5D,200 N AMITY ST,BURGLARY,I,NA,WESTERN,-76.63313819,39.29135777
11/10/2019,11:00:00,5A,1600 N MILTON AVE,BURGLARY,I,NA,EASTERN,-76.58297244,39.3092337
11/10/2019,21:00:00,4B,1600 N HILTON ST,AGG. ASSAULT,I,KNIFE,SOUTHWEST,-76.67219605,39.3061165
11/10/2019,5:30:00,6E,5300 HILLEN RD,LARCENY,O,NA,NORTHEAST,-76.58305985,39.35459066
11/10/2019,0:00:00,6E,3000 NORMOUNT CT,LARCENY,O,NA,SOUTHWEST,-76.66824356,39.30272321
11/10/2019,14:00:00,6E,5500 LOTHIAN RD,LARCENY,O,NA,NORTHERN,-76.60271489,39.35606547
11/10/2019,18:45:00,6G,3300 SAINT PAUL ST,LARCENY,I,NA,NORTHERN,-76.61617286,39.32872515
11/10/2019,16:00:00,7A,1600 CHARLOTTE AVE,AUTO THEFT,O,NA,SOUTHEAST,-76.54051546,39.27438413
11/10/2019,9:45:00,7A,600 YALE AVE,AUTO THEFT,O,NA,SOUTHWEST,-76.68801651,39.27558065
11/10/2019,17:45:00,6D,100 MERCER ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.61300045,39.28844934
11/10/2019,12:00:00,6E,300 E 30TH ST,LARCENY,O,NA,NORTHERN,-76.61136685,39.32462925
11/10/2019,1:04:00,4C,5000 CHALGROVE AVE,AGG. ASSAULT,I,OTHER,NORTHWEST,-76.67024478,39.34923866
11/10/2019,13:15:00,6C,6500 REISTERSTOWN RD,LARCENY,I,NA,NORTHWEST,-76.70279182,39.35628925
11/10/2019,18:40:00,5B,3100 GWYNNS FALLS PKWY,BURGLARY,I,NA,NORTHWEST,-76.66995693,39.31456533
11/10/2019,1:00:00,5D,3500 DOLFIELD AVE,BURGLARY,I,NA,NORTHWEST,-76.67425217,39.33463027
11/10/2019,18:00:00,7A,RD & GAGE CT,AUTO THEFT,O,NA,NORTHWEST,-76.6854675,39.371499
11/10/2019,12:00:00,5C,700 DRUID PARK LAKE DR,BURGLARY,I,NA,NORTHERN,-76.63152338,39.31660612
11/10/2019,13:10:00,6C,1000 S CHARLES ST,LARCENY,I,NA,SOUTHERN,-76.61450324,39.27803704
11/10/2019,13:45:00,6G,1500 RUSSELL ST,LARCENY,I,NA,SOUTHERN,-76.627596,39.27410808
11/10/2019,13:15:00,6D,3400 ANNAPOLIS RD,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.63983961,39.24847996
11/10/2019,15:02:00,6G,4800 WILLISTON ST,LARCENY,I,NA,SOUTHWEST,-76.69729556,39.27580632
11/10/2019,2:10:00,7A,0 SOUTH ST,AUTO THEFT,O,NA,CENTRAL,-76.61092641,39.28965021
11/10/2019,17:20:00,4C,600 N BELNORD AVE,AGG. ASSAULT,O,OTHER,SOUTHEAST,-76.57867502,39.29840936
11/10/2019,1:02:00,4E,900 DUNDALK AVE,COMMON ASSAULT,I,NA,SOUTHEAST,-76.53667774,39.28321378
11/10/2019,14:55:00,6D,2600 WEGWORTH LN,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.64479013,39.2543903
11/10/2019,18:00:00,4E,2400 MARBOURNE AVE,COMMON ASSAULT,I,NA,SOUTHERN,-76.65151255,39.25423427
11/10/2019,15:50:00,4E,400 S GILMOR ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.64210048,39.2827097
11/10/2019,22:13:00,4C,900 STOLL ST,AGG. ASSAULT,I,OTHER,SOUTHERN,-76.59981366,39.23057642
11/10/2019,7:00:00,5A,400 N BOULDIN ST,BURGLARY,I,NA,SOUTHEAST,-76.57138176,39.29624334
11/10/2019,8:00:00,7A,5700 WALTHER AVE,AUTO THEFT,O,NA,NORTHEAST,-76.54968629,39.34819924
11/10/2019,4:28:00,5D,400 W LOMBARD ST,BURGLARY,I,NA,CENTRAL,-76.62090889,39.28758924
11/10/2019,10:00:00,4E,1800 N SPRING ST,COMMON ASSAULT,I,NA,EASTERN,-76.59917368,39.31070406
11/10/2019,6:51:00,5D,0 E REDWOOD ST,BURGLARY,I,NA,CENTRAL,-76.61424168,39.28874477
11/10/2019,6:13:00,5D,800 GUILFORD AVE,BURGLARY,I,NA,CENTRAL,-76.61165406,39.29892706
11/10/2019,9:30:00,6C,2200 E MONUMENT ST,LARCENY,I,NA,EASTERN,-76.58572621,39.29877014
11/10/2019,20:10:00,6C,100 S BROADWAY,LARCENY,I,NA,SOUTHEAST,-76.59393149,39.29030196
11/10/2019,8:00:00,6D,ST & N HOWARD ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.6209195,39.306141
11/10/2019,21:00:00,6D,800 MANGOLD ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.62757229,39.28112944
11/10/2019,15:45:00,4E,PRATT ST & LIGHT ST,COMMON ASSAULT,O,NA,CENTRAL,-76.6135485,39.28653
11/10/2019,18:33:00,3BJ,900 N CALVERT ST,ROBBERY - CARJACKING,O,NA,CENTRAL,-76.61310158,39.29981299
11/10/2019,5:41:00,5D,2300 OREM AVE,BURGLARY,I,NA,WESTERN,-76.64756465,39.31609836
11/10/2019,2:30:00,6C,300 W BALTIMORE ST,LARCENY,I,NA,CENTRAL,-76.61952312,39.28942853
11/10/2019,2:30:00,4E,300 W BALTIMORE ST,COMMON ASSAULT,I,NA,CENTRAL,-76.61952312,39.28942853
11/10/2019,2:30:00,4E,300 W BALTIMORE ST,COMMON ASSAULT,I,NA,CENTRAL,-76.61952312,39.28942853
11/10/2019,2:30:00,4E,300 W BALTIMORE ST,COMMON ASSAULT,I,NA,CENTRAL,-76.61952312,39.28942853
11/10/2019,20:00:00,6D,2500 TERRA FIRMA RD,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.62431246,39.25051567
11/10/2019,19:20:00,4E,EUTAW ST & W LEXINGTON ST,COMMON ASSAULT,O,NA,CENTRAL,-76.621059,39.291498
11/10/2019,1:17:00,4E,1500 RUSSELL ST,COMMON ASSAULT,I,NA,SOUTHERN,-76.627596,39.27410808
11/10/2019,15:00:00,6D,2300 WHITLEY RD,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.67071705,39.37108929
11/10/2019,20:30:00,6D,3000 FRISBY ST,LARCENY FROM AUTO,O,NA,NORTHERN,-76.6078788,39.32481316
11/10/2019,22:00:00,6D,1600 S CHARLES ST,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.61407943,39.27144538
11/10/2019,18:28:00,7A,500 ROSSITER AVE,AUTO THEFT,O,NA,NORTHERN,-76.6095967,39.34910764
11/10/2019,22:00:00,4E,900 DARTMOUTH RD,COMMON ASSAULT,O,NA,NORTHERN,-76.60356943,39.36612793
11/10/2019,13:00:00,6C,2500 N CHARLES ST,LARCENY,I,NA,NORTHERN,-76.61708125,39.31820032
11/10/2019,18:20:00,6D,3200 W GARRISON AVE,LARCENY FROM AUTO,O,NA,NORTHWEST,-76.67409051,39.34724597
11/10/2019,0:45:00,5D,500 E 32ND ST,BURGLARY,I,NA,NORTHERN,-76.60930879,39.32727097
11/10/2019,19:30:00,6D,500 PRESSTMAN ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.63626083,39.30675193
11/10/2019,8:33:00,3K,3200 WESTMONT AVE,ROBBERY - RESIDENCE,I,NA,SOUTHWEST,-76.67012626,39.30124883
11/10/2019,12:00:00,6E,SMALLWOOD ST & CLIFTON AV,LARCENY,O,NA,WESTERN,-76.6528335,39.311766
11/10/2019,2:00:00,4E,5200 FRANKFORD AVE,COMMON ASSAULT,I,NA,NORTHEAST,-76.54093356,39.32567175
11/10/2019,0:00:00,4E,1000 N WOODINGTON RD,COMMON ASSAULT,O,NA,SOUTHWEST,-76.68614101,39.29855533
11/10/2019,1:30:00,6A,1600 THOMAS AVE,LARCENY,I,NA,WESTERN,-76.65797271,39.30723391
11/10/2019,13:10:00,4B,5100 RICHARD AVE,AGG. ASSAULT,O,KNIFE,NORTHEAST,-76.56362685,39.34776352
11/10/2019,12:20:00,4E,2200 W PRATT ST,COMMON ASSAULT,O,NA,SOUTHWEST,-76.65148455,39.284875
11/10/2019,15:24:00,4E,3300 WILKENS AVE,COMMON ASSAULT,I,NA,SOUTHWEST,-76.67252336,39.27352785
11/10/2019,23:00:00,6D,1500 UPSHIRE RD,LARCENY FROM AUTO,I,NA,NORTHEAST,-76.59378601,39.33392391
11/10/2019,18:30:00,6J,1200 CHURCH ST,LARCENY,I,NA,SOUTHERN,-76.59320515,39.22261935
11/10/2019,15:05:00,4E,800 S MILTON AVE,COMMON ASSAULT,I,NA,SOUTHEAST,-76.58130252,39.28270923
11/10/2019,11:27:00,4A,5200 FRANKFORD AVE,AGG. ASSAULT,I,FIREARM,NORTHEAST,-76.54093356,39.32567175
11/10/2019,11:27:00,4A,5200 FRANKFORD AVE,AGG. ASSAULT,I,FIREARM,NORTHEAST,-76.54093356,39.32567175
11/10/2019,11:27:00,4A,5200 FRANKFORD AVE,AGG. ASSAULT,I,FIREARM,NORTHEAST,-76.54093356,39.32567175
11/10/2019,11:03:00,6J,3000 E MONUMENT ST,LARCENY,I,NA,EASTERN,-76.57444269,39.29922457
11/10/2019,2:18:00,5A,2600 W LAFAYETTE AVE,BURGLARY,I,NA,WESTERN,-76.66089704,39.29826244
11/10/2019,18:07:00,4E,1100 LAURENS ST,COMMON ASSAULT,I,NA,WESTERN,-76.63751383,39.30348045
11/10/2019,16:30:00,4E,2000 W FAYETTE ST,COMMON ASSAULT,I,NA,WESTERN,-76.64910121,39.28948138
11/10/2019,22:13:00,4D,1200 GLYNDON AVE,AGG. ASSAULT,I,HANDS,SOUTHERN,-76.63582571,39.28263777
11/10/2019,17:35:00,4E,5700 BELAIR RD,COMMON ASSAULT,I,NA,NORTHEAST,-76.54462382,39.3429438
11/10/2019,20:15:00,4A,1700 N CALHOUN ST,AGG. ASSAULT,O,FIREARM,WESTERN,-76.64367972,39.30803916
11/10/2019,1:45:00,4B,3000 S HANOVER ST,AGG. ASSAULT,O,KNIFE,SOUTHERN,-76.61495571,39.25139129
11/10/2019,10:15:00,6J,MONUMENT ST & N GLOVER ST,LARCENY,O,NA,EASTERN,-76.5801765,39.298932
11/10/2019,2:00:00,7A,1300 N PARRISH ST,AUTO THEFT,O,NA,WESTERN,-76.64262522,39.30459124
11/10/2019,0:00:00,6G,2900 STRICKLAND ST,LARCENY,I,NA,SOUTHWEST,-76.66454217,39.27707283
11/10/2019,20:00:00,6E,1200 N CALHOUN ST,LARCENY,O,NA,WESTERN,-76.64037983,39.30250481
11/10/2019,14:20:00,3B,PULASKI ST & WILKENS AV,ROBBERY - STREET,O,NA,SOUTHWEST,-76.649184,39.281256
11/10/2019,15:25:00,3CO,SCHROEDER ST & W LEXINGTON ST,ROBBERY - COMMERCIAL,O,OTHER,WESTERN,-76.6339065,39.290985
11/10/2019,18:00:00,6D,1100 N PARRISH ST,LARCENY FROM AUTO,O,NA,WESTERN,-76.64232598,39.30145864
11/10/2019,5:55:00,4E,1100 SHERWOOD AVE,COMMON ASSAULT,I,NA,NORTHERN,-76.59566591,39.36568996
11/10/2019,12:45:00,4E,3200 SPAULDING AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.67483684,39.34820185
11/10/2019,3:00:00,6D,1900 WILKENS AVE,LARCENY FROM AUTO,O,NA,SOUTHERN,-76.6469947,39.28181244
11/10/2019,0:26:00,3B,2200 AISQUITH ST,ROBBERY - STREET,O,NA,EASTERN,-76.60058185,39.3148343
11/9/2019,0:00:00,6D,700 GLADSTONE AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.6318116,39.35413468
11/9/2019,7:30:00,6D,200 E REDWOOD ST,LARCENY FROM AUTO,O,NA,CENTRAL,-76.61160514,39.28884875
11/9/2019,11:37:00,6C,600 E PRATT ST,LARCENY,I,NA,CENTRAL,-76.607713,39.2866583
11/9/2019,16:10:00,4A,3000 E FAYETTE ST,AGG. ASSAULT,O,FIREARM,SOUTHEAST,-76.57487202,39.29476955
11/9/2019,15:50:00,3AF,6800 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,NORTHWEST,-76.7087693,39.36092603
11/9/2019,20:00:00,6G,6900 DORSET PL,LARCENY,I,NA,NORTHWEST,-76.70751137,39.36148899
11/9/2019,12:20:00,4E,1100 N STRICKER ST,COMMON ASSAULT,I,NA,WESTERN,-76.641743,39.30127549
11/9/2019,0:18:00,4D,1600 WAVERLY WAY,AGG. ASSAULT,O,HANDS,NORTHEAST,-76.58283031,39.36502269
11/9/2019,17:36:00,6C,1000 S CHARLES ST,LARCENY,I,NA,SOUTHERN,-76.61450324,39.27803704
11/9/2019,16:05:00,4B,EUTAW ST & W SARATOGA ST,AGG. ASSAULT,O,KNIFE,CENTRAL,-76.62114,39.292821
11/9/2019,0:00:00,4A,1600 LAMLEY ST,AGG. ASSAULT,O,FIREARM,SOUTHEAST,-76.59491667,39.29336318
11/9/2019,5:11:00,3K,2900 CLIFTON PARK TER,ROBBERY - RESIDENCE,I,NA,NORTHEAST,-76.57608492,39.32202294
11/9/2019,20:57:00,3K,4100 HAGUE AVE,ROBBERY - RESIDENCE,I,NA,SOUTHERN,-76.60227359,39.22811068
11/9/2019,14:05:00,4B,HIGH ST & E FAYETTE ST,AGG. ASSAULT,O,KNIFE,SOUTHEAST,-76.604643,39.291111
11/9/2019,12:00:00,6G,3700 BOSTON ST,LARCENY,O,NA,SOUTHEAST,-76.56541672,39.27729722
11/9/2019,12:12:00,3CK,3400 BELAIR RD,ROBBERY - COMMERCIAL,I,KNIFE,NORTHEAST,-76.57204483,39.32274102
11/9/2019,20:57:00,4E,4100 HAGUE AVE,COMMON ASSAULT,I,NA,SOUTHERN,-76.60227359,39.22811068
11/9/2019,16:05:00,3CF,1400 W PATAPSCO AVE,ROBBERY - COMMERCIAL,I,FIREARM,SOUTHERN,-76.63806238,39.24774565
11/9/2019,11:45:00,3F,1400 WASHINGTON BLVD,ROBBERY - COMMERCIAL,O,NA,SOUTHERN,-76.63754204,39.27887159
11/9/2019,17:20:00,3AF,600 W PATAPSCO AVE,ROBBERY - STREET,O,FIREARM,SOUTHERN,-76.62645735,39.24170591
11/9/2019,23:00:00,7A,5800 JUDITH WAY,AUTO THEFT,I,NA,NORTHEAST,-76.53562523,39.33411871
11/9/2019,22:30:00,6E,300 S AUGUSTA AVE,LARCENY,O,NA,SOUTHWEST,-76.68461216,39.28028668
11/9/2019,17:00:00,3AK,1000 HEWITT WAY,ROBBERY - STREET,O,KNIFE,NORTHEAST,-76.54534372,39.30441992
11/9/2019,0:54:00,3CF,4600 HARFORD RD,ROBBERY - COMMERCIAL,I,FIREARM,NORTHEAST,-76.5690292,39.34279614
11/9/2019,1:25:00,4B,400 E BALTIMORE ST,AGG. ASSAULT,O,KNIFE,CENTRAL,-76.61014783,39.28980181
11/9/2019,10:31:00,4E,5800 REISTERSTOWN RD,COMMON ASSAULT,I,NA,NORTHWEST,-76.69421881,39.35038671
11/9/2019,16:00:00,6D,3700 TUDOR ARMS AVE,LARCENY FROM AUTO,O,NA,NORTHERN,-76.62586455,39.33359236
11/9/2019,22:00:00,7A,200 W LANVALE ST,AUTO THEFT,O,NA,CENTRAL,-76.62453739,39.30508203
11/9/2019,10:30:00,1A,700 BELLE TERRE AV,HOMICIDE,Inside,FIREARM,NORTHERN,-76.60527915,39.32741166
11/9/2019,16:10:00,9S,3000 E FAYETTE ST,SHOOTING,Outside,FIREARM,SOUTHEAST,-76.57487202,39.29476955
11/9/2019,18:00:00,3AF,300 S NEWKIRK ST,ROBBERY - STREET,O,FIREARM,SOUTHEAST,-76.55673082,39.28856615
11/9/2019,22:00:00,6F,700 E 30TH ST,LARCENY,O,NA,NORTHERN,-76.60613466,39.32390464
11/9/2019,18:00:00,6D,FAYETTE ST & N POTOMAC ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.574943,39.294693
11/9/2019,18:00:00,4B,1200 N DECKER AVE,AGG. ASSAULT,I,KNIFE,EASTERN,-76.57496627,39.3051557
11/9/2019,15:05:00,3AF,1400 N CAROLINE ST,ROBBERY - STREET,O,FIREARM,EASTERN,-76.59816589,39.3063112
11/9/2019,14:45:00,3CF,2000 ORLEANS ST,ROBBERY - COMMERCIAL,I,FIREARM,EASTERN,-76.58931125,39.29526124
11/9/2019,7:30:00,5D,1700 PARK AVE,BURGLARY,I,NA,CENTRAL,-76.62745978,39.30939373
11/9/2019,12:30:00,6D,1700 E FAYETTE ST,LARCENY FROM AUTO,O,NA,SOUTHEAST,-76.59380065,39.29402885
11/9/2019,16:09:00,4E,2700 KEYWORTH AVE,COMMON ASSAULT,I,NA,NORTHWEST,-76.6618665,39.33329054
